模型名称,模型ID,图片名称,图片路径,图片标题,图片描述,耗时(秒),输入Token,输出Token,总Token,时间戳,错误信息
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101850206_IMG_9474.JPG,workspace/input/方知衡/黄色\25783949844_190101850206_IMG_9474.JPG,解析失败,None,0.96,1497,46,1543,2025-08-15T10:16:41.931479,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101818363_IMG_9468.JPG,workspace/input/方知衡/黄色\25783949844_190101818363_IMG_9468.JPG,解析失败,None,0.916,1495,44,1539,2025-08-15T10:16:42.847403,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101914851_IMG_9465.JPG,workspace/input/方知衡/黄色\25783949844_190101914851_IMG_9465.JPG,解析失败,None,0.879,1276,46,1322,2025-08-15T10:16:43.726316,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101952386_IMG_9462.JPG,workspace/input/方知衡/黄色\25783949844_190101952386_IMG_9462.JPG,解析失败,None,1.002,1307,57,1364,2025-08-15T10:16:44.727981,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190102034736_IMG_9460.JPG,workspace/input/方知衡/黄色\25783949844_190102034736_IMG_9460.JPG,解析失败,None,0.816,1282,45,1327,2025-08-15T10:16:45.543490,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101827984_IMG_9463.JPG,workspace/input/方知衡/黄色\25783949844_190101827984_IMG_9463.JPG,解析失败,None,1.083,1495,42,1537,2025-08-15T10:16:46.626473,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101699804_IMG_9478.JPG,workspace/input/方知衡/黄色\25783949844_190101699804_IMG_9478.JPG,解析失败,None,1.155,1303,51,1354,2025-08-15T10:16:47.781002,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101731624_IMG_9475.JPG,workspace/input/方知衡/黄色\25783949844_190101731624_IMG_9475.JPG,解析失败,None,1.293,1634,63,1697,2025-08-15T10:16:49.073785,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101892509_IMG_9471.JPG,workspace/input/方知衡/黄色\25783949844_190101892509_IMG_9471.JPG,解析失败,None,1.22,1283,89,1372,2025-08-15T10:16:50.293379,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101819439_IMG_9473.JPG,workspace/input/方知衡/黄色\25783949844_190101819439_IMG_9473.JPG,解析失败,None,1.046,1634,48,1682,2025-08-15T10:16:51.338958,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101774590_IMG_9470.JPG,workspace/input/方知衡/黄色\25783949844_190101774590_IMG_9470.JPG,解析失败,None,0.928,1495,46,1541,2025-08-15T10:16:52.267334,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101836202_IMG_9472.JPG,workspace/input/方知衡/黄色\25783949844_190101836202_IMG_9472.JPG,酒吧吧台背影,昏暗灯光的酒吧内，一位长发女性坐在吧台前，背影入镜。她穿着蓝白格子露腰上衣和牛仔背带裤，裤袋上有装饰。吧台上摆放着粉色编织包、小摆件和饮品，背景酒架上摆满各式酒瓶，整体氛围时尚而有格调。,2.636,1634,247,1881,2025-08-15T10:16:54.903011,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101883293_IMG_9469.JPG,workspace/input/方知衡/黄色\25783949844_190101883293_IMG_9469.JPG,解析失败,None,0.9,1162,59,1221,2025-08-15T10:16:55.803155,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190102028505_IMG_9458.JPG,workspace/input/方知衡/黄色\25783949844_190102028505_IMG_9458.JPG,解析失败,None,1.123,1282,74,1356,2025-08-15T10:16:56.926096,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101893036_IMG_9464.JPG,workspace/input/方知衡/黄色\25783949844_190101893036_IMG_9464.JPG,解析失败,None,1.062,1292,52,1344,2025-08-15T10:16:57.987776,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101756724_IMG_9476.JPG,workspace/input/方知衡/黄色\25783949844_190101756724_IMG_9476.JPG,解析失败,None,0.855,1282,49,1331,2025-08-15T10:16:58.843116,
豆包1.6 Flash,ep-20250612122042-t6g56,image.png,workspace/input/方知衡/黄色\image.png,解析失败,None,1.48,872,131,1003,2025-08-15T10:17:00.323162,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101981515_IMG_9459.JPG,workspace/input/方知衡/黄色\25783949844_190101981515_IMG_9459.JPG,解析失败,None,1.071,1256,50,1306,2025-08-15T10:17:01.394103,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101920664_IMG_9461.JPG,workspace/input/方知衡/黄色\25783949844_190101920664_IMG_9461.JPG,解析失败,None,0.937,1297,55,1352,2025-08-15T10:17:02.330761,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101772923_IMG_9477.JPG,workspace/input/方知衡/黄色\25783949844_190101772923_IMG_9477.JPG,解析失败,None,0.889,1303,51,1354,2025-08-15T10:17:03.219891,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101864516_IMG_9467.JPG,workspace/input/方知衡/黄色\25783949844_190101864516_IMG_9467.JPG,解析失败,None,0.821,1280,49,1329,2025-08-15T10:17:04.041569,
豆包1.6 Flash,ep-20250612122042-t6g56,25783949844_190101953756_IMG_9466.JPG,workspace/input/方知衡/黄色\25783949844_190101953756_IMG_9466.JPG,解析失败,None,1.038,1495,58,1553,2025-08-15T10:17:05.079620,
