模型名称,模型ID,图片名称,图片路径,图片标题,图片描述,耗时(秒),输入Token,输出Token,总Token,时间戳,错误信息
豆包1.6 Flash,ep-20250612122042-t6g56,猫5.png,workspace/input/穆昭/宠物\猫5.png,解析失败,[图片]《猫咪躺卧伸爪》《一只浅黄白色长毛猫仰面躺在蓝白格子枕头上，前爪抬起，眼睛明亮。它脖子上系着蓝白条纹三角巾，上面有卡通图案。背景中还有黄色枕头，阳光透过窗户洒入，光线柔和，整个场景温馨可爱，展现猫咪慵懒放松的状态。》,4.81,1615,486,2101,2025-08-15T10:52:41.490472,
豆包1.6 Flash,ep-20250612122042-t6g56,柯基.png,workspace/input/穆昭/宠物\柯基.png,解析失败,[图片]《柯基庭院端坐》《画面中一只棕白相间的柯基犬正端坐于木质庭院桌中央，它有着竖立的大耳朵、黑亮的圆眼睛和小巧的黑鼻子，毛发蓬松柔软。背景是白色双开门与玻璃窗，门旁挂着一盏亮着暖光的灯笼，周围环绕着茂密绿植与木椅，阳光透过树叶洒下柔和光影，整体场景宁静温馨，充满生活气息。》,3.57,1615,340,1955,2025-08-15T10:52:45.060253,
豆包1.6 Flash,ep-20250612122042-t6g56,鸭子.png,workspace/input/穆昭/宠物\鸭子.png,,,4.973,1615,492,2107,2025-08-15T10:52:50.033055,
豆包1.6 Flash,ep-20250612122042-t6g56,羊驼.png,workspace/input/穆昭/宠物\羊驼.png,解析失败,"[图片]《田园羊驼群》
画面中四只白色羊驼站在绿色草地上，脖颈佩戴红色项圈，面向镜头。背景有一座茅草屋顶的小木屋，旁设木栅栏围起的区域，内有茅草伞下的野餐桌椅。周围是茂密的树木，阳光透过枝叶洒下柔和光影，天空湛蓝，整体呈现宁静祥和的田园氛围。",5.239,1615,563,2178,2025-08-15T10:52:55.271648,
豆包1.6 Flash,ep-20250612122042-t6g56,猫3.png,workspace/input/穆昭/宠物\猫3.png,解析失败,"[图片]《被窝里的萌猫》
画面中一只灰白条纹的猫咪蜷缩在浅蓝色的被窝里，白色的脸部与粉色的鼻子格外显眼，绿色的眼睛明亮有神，耳朵竖起，正安静地注视着前方。床上铺着白色床单，两个蓝白条纹的枕头靠在木质床头，柔和的光线从窗外洒入，给整个场景增添了温馨舒适的氛围，展现出猫咪慵懒惬意的居家状态。",5.273,1615,558,2173,2025-08-15T10:53:00.544295,
豆包1.6 Flash,ep-20250612122042-t6g56,小狗.png,workspace/input/穆昭/宠物\小狗.png,解析失败,[图片]《花下小白犬》画面中一只白色蓬松的小狗安静地坐在绿色草地上，双眼轻闭，似在享受阳光。它脖颈处戴着绿色项圈，项圈上装饰着一朵粉色小花。周围散落着多朵粉色花朵，背景中也有模糊的花丛，阳光透过树叶缝隙洒下柔和的光束，整个场景充满温暖宁静的氛围，展现出自然与萌宠的和谐美好。,4.944,1615,540,2155,2025-08-15T10:53:05.488234,
豆包1.6 Flash,ep-20250612122042-t6g56,绘制精美客厅猫图.png,workspace/input/穆昭/宠物\绘制精美客厅猫图.png,解析失败,"[图片]《橘猫沙发酣睡》
画面中一只橘白相间条纹的猫咪正趴在浅棕色沙发上酣睡，双眼紧闭，粉鼻微露，前爪轻搭着一团浅灰色毛线球，身旁还有几个同色系抱枕。背景中，阳光透过窗户洒入，照亮猫咪柔软的毛发，房间内的落地灯和装饰画增添了温馨感，整体氛围宁静舒适。",4.681,1615,497,2112,2025-08-15T10:53:10.169281,
豆包1.6 Flash,ep-20250612122042-t6g56,仓鼠.png,workspace/input/穆昭/宠物\仓鼠.png,解析失败,[图片]《仓鼠野餐吃饼干》画面中一只棕白相间的仓鼠正坐在红白色格子野餐垫上，双手捧着一块饼干，小嘴巴正在啃食，神情专注。它的白色腹部圆润，黑色大眼睛明亮，粉色小爪子紧紧握着食物。野餐垫旁放着一颗鲜红带籽的草莓，周围是嫩绿的草地，点缀着黄色和白色的小花。阳光透过树叶洒下柔和光影，整个场景充满温馨可爱的氛围。,5.879,1615,632,2247,2025-08-15T10:53:16.048208,
豆包1.6 Flash,ep-20250612122042-t6g56,猫2.png,workspace/input/穆昭/宠物\猫2.png,解析失败,[图片]《猫咪抱熊酣睡》《画面中一只银灰色带黑色条纹的猫咪正蜷缩在米色流苏地毯上酣睡，它闭着眼睛，前爪轻轻抱着一只棕色毛绒小熊，小熊的黑色鼻子和眼睛清晰可见。猫咪的白色爪子与腹部毛发干净整洁，整体姿态放松。地毯铺在木质地板上，阳光透过窗户洒下柔和光影，背景中隐约可见家具轮廓，整个场景温馨宁静。》,5.091,1615,557,2172,2025-08-15T10:53:21.138785,
豆包1.6 Flash,ep-20250612122042-t6g56,流浪猫.png,workspace/input/穆昭/宠物\流浪猫.png,解析失败,"[图片]《纸箱里的好奇猫》

画面中，一只虎斑加白的猫咪正从打开的纸箱中探出头来，它有着明亮的绿眼睛，眼神中带着好奇，耳朵竖起，胡须微翘。纸箱放在人行道上，旁边散落着一些食物残渣和一个装着食物的盘子。背景是居民楼，楼前有绿植和树木，阳光透过树叶洒下柔和的光影，整体场景温馨自然，展现了猫咪对纸箱的喜爱和生活中的小确幸。",4.689,1615,398,2013,2025-08-15T10:53:25.828092,
豆包1.6 Flash,ep-20250612122042-t6g56,浣熊.png,workspace/input/穆昭/宠物\浣熊.png,,,12.529,1615,1648,3263,2025-08-15T10:53:38.356907,
豆包1.6 Flash,ep-20250612122042-t6g56,狗.png,workspace/input/穆昭/宠物\狗.png,解析失败,"[图片]《柴犬倚栏眯眼》
画面中一只柴犬正倚着铁栅栏，双眼微闭，嘴角上扬，露出惬意的微笑。它的毛发呈浅棕色与白色相间，耳朵竖立，黑鼻头小巧可爱。背景是灰色的砖墙和部分铁栅栏，栅栏外有绿色的植物点缀，阳光透过树叶洒下柔和的光影，整体氛围宁静而温馨，展现出柴犬悠闲自在的状态。",4.786,1615,464,2079,2025-08-15T10:53:43.142889,
豆包1.6 Flash,ep-20250612122042-t6g56,猫4.png,workspace/input/穆昭/宠物\猫4.png,,,6.275,1615,766,2381,2025-08-15T10:53:49.417403,
豆包1.6 Flash,ep-20250612122042-t6g56,流浪猫2.png,workspace/input/穆昭/宠物\流浪猫2.png,,,6.609,1615,672,2287,2025-08-15T10:53:56.026125,
豆包1.6 Flash,ep-20250612122042-t6g56,猫.png,workspace/input/穆昭/宠物\猫.png,解析失败,"[图片]《萌猫与蘑菇玩偶》
画面中一只橘白相间的小猫正专注地趴在橙色带白色圆点的蘑菇造型毛绒玩具上。小猫有着圆溜溜的大眼睛，眼瞳呈深棕色，粉鼻头小巧可爱，白色胡须清晰可见。它的前爪搭在蘑菇玩具顶部，身体微微前倾，尾巴自然垂落，整体姿态显得呆萌又乖巧。背景是柔和的室内环境，隐约可见模糊的家具和窗户，光线温暖，营造出温馨可爱的氛围。",4.527,1615,364,1979,2025-08-15T10:54:00.552663,
豆包1.6 Flash,ep-20250612122042-t6g56,金鱼.png,workspace/input/穆昭/宠物\金鱼.png,解析失败,[图片]《鱼缸里的红金鱼》《透明玻璃鱼缸内，几条红金鱼正悠闲游动，鱼身呈鲜艳橙红色，尾鳍边缘泛着白色。缸底铺有浅色石子，点缀着几株绿色水草，水面有细密气泡缓缓上升。背景模糊，隐约可见深色环境，灯光从上方柔和照射，使金鱼鳞片泛着光泽，整体画面静谧而生动。》,5.055,1615,480,2095,2025-08-15T10:54:05.607616,
